date,team1,team2,score1,score2,winner
2024-07-21T19:10Z,COL,SF,2,3,0
2024-07-21T20:07Z,OAK,LAA,5,8,0
2024-07-21T20:10Z,SEA,HOU,6,4,1
2024-07-21T23:00Z,LAD,BOS,9,6,1
2024-07-22T17:05Z,NYY,TB,9,1,1
2024-07-22T22:40Z,CLE,DET,2,8,0
2024-07-22T22:40Z,MIA,NYM,4,6,0
2024-07-22T22:40Z,PIT,STL,2,1,1
2024-07-22T23:20Z,ATL,CIN,1,4,0
2024-07-22T23:40Z,MIN,PHI,7,2,1
2024-07-23T00:05Z,TEX,CHW,4,3,1
2024-07-23T00:05Z,CHC,MIL,3,1,1
2024-07-23T00:10Z,KC,ARI,10,4,1
2024-07-23T00:40Z,COL,BOS,9,8,1
2024-07-23T01:40Z,SEA,LAA,1,3,0
2024-07-23T01:40Z,OAK,HOU,4,0,1
2024-07-23T02:10Z,LAD,SF,3,2,1
2024-07-23T22:40Z,MIA,BAL,6,3,1
2024-07-23T22:40Z,CLE,DET,5,4,1
2024-07-23T22:40Z,PIT,STL,1,2,0
2024-07-23T22:45Z,WSH,SD,0,4,0
2024-07-23T23:05Z,NYY,NYM,2,3,0
2024-07-23T23:07Z,TOR,TB,2,4,0
2024-07-23T23:40Z,MIN,PHI,0,3,0
2024-07-24T00:05Z,TEX,CHW,3,2,1
2024-07-24T00:05Z,CHC,MIL,0,1,0
2024-07-24T00:10Z,KC,ARI,2,6,0
2024-07-24T00:40Z,COL,BOS,0,6,0
2024-07-24T01:40Z,SEA,LAA,1,5,0
2024-07-24T01:40Z,OAK,HOU,8,2,1
2024-07-24T02:10Z,LAD,SF,5,2,1
2024-07-24T16:20Z,ATL,CIN,4,9,0
2024-07-24T16:35Z,PIT,STL,5,0,1
2024-07-24T17:10Z,MIN,PHI,5,4,1
2024-07-24T18:20Z,CHC,MIL,2,3,0
2024-07-24T19:10Z,COL,BOS,20,7,1
2024-07-24T19:37Z,OAK,HOU,1,8,0
2024-07-24T19:40Z,SEA,LAA,1,2,0
2024-07-24T22:40Z,MIA,BAL,6,3,1
2024-07-24T22:40Z,CLE,DET,2,1,1
2024-07-24T22:45Z,WSH,SD,3,12,0
2024-07-24T23:00Z,NYY,NYM,3,12,0
2024-07-24T23:07Z,TOR,TB,6,3,1
2024-07-25T00:05Z,TEX,CHW,10,2,1
2024-07-25T00:10Z,KC,ARI,6,8,0
2024-07-25T02:10Z,LAD,SF,3,8,0
2024-07-25T16:05Z,WSH,SD,0,3,0
2024-07-25T16:10Z,MIA,BAL,6,7,0
2024-07-25T17:10Z,CLE,DET,0,3,0
2024-07-25T18:35Z,TEX,CHW,2,1,1
2024-07-25T19:07Z,TOR,TB,0,13,0
2024-07-25T20:10Z,LAD,SF,6,4,1
2024-07-25T23:10Z,NYM,ATL,3,2,1
2024-07-26T01:38Z,LAA,OAK,5,6,0
2024-07-26T22:40Z,PHI,CLE,1,3,0
2024-07-26T22:40Z,DET,MIN,3,9,0
2024-07-26T22:50Z,TB,CIN,2,3,0
2024-07-26T23:05Z,BAL,SD,4,6,0
2024-07-26T23:07Z,TOR,TEX,6,5,1
2024-07-26T23:10Z,NYM,ATL,8,4,1
2024-07-26T23:10Z,BOS,NYY,9,7,1
2024-07-27T00:10Z,KC,CHC,6,0,1
2024-07-27T00:10Z,HOU,LAD,5,0,1
2024-07-27T00:10Z,MIL,MIA,2,6,0
2024-07-27T00:10Z,CHW,SEA,0,10,0
2024-07-27T00:15Z,STL,WSH,8,10,0
2024-07-27T01:38Z,LAA,OAK,4,5,0
2024-07-27T01:40Z,ARI,PIT,4,3,1
2024-07-27T02:15Z,SF,COL,11,4,1
2024-07-27T19:07Z,TOR,TEX,7,3,1
2024-07-27T20:05Z,BAL,SD,4,9,0
2024-07-27T20:10Z,NYM,ATL,0,4,0
2024-07-27T20:10Z,TB,CIN,4,0,1
2024-07-27T22:05Z,PHI,CLE,8,0,1
2024-07-27T22:10Z,DET,MIN,7,2,1
2024-07-27T23:05Z,SF,COL,4,1,1
2024-07-27T23:10Z,KC,CHC,4,9,0
2024-07-27T23:10Z,HOU,LAD,7,6,1
2024-07-27T23:10Z,MIL,MIA,3,7,0
2024-07-27T23:15Z,BOS,NYY,8,11,0
2024-07-27T23:15Z,CHW,SEA,3,6,0
2024-07-27T23:15Z,STL,WSH,3,14,0
2024-07-28T00:10Z,ARI,PIT,9,5,1
2024-07-28T01:38Z,LAA,OAK,1,3,0
2024-07-28T02:18Z,SF,COL,5,0,1
2024-07-28T15:35Z,TB,CIN,2,1,1
2024-07-28T17:35Z,PHI,CLE,3,4,0
2024-07-28T17:35Z,BAL,SD,8,6,1
2024-07-28T17:37Z,TOR,TEX,7,3,1
2024-07-28T17:40Z,NYM,ATL,2,9,0
2024-07-28T17:40Z,DET,MIN,0,5,0
2024-07-28T18:10Z,KC,CHC,3,7,0
2024-07-28T18:10Z,HOU,LAD,2,6,0
2024-07-28T18:10Z,MIL,MIA,6,2,1
2024-07-28T18:10Z,CHW,SEA,3,6,0
2024-07-28T18:15Z,STL,WSH,4,3,1
2024-07-28T20:05Z,SF,COL,5,4,1
2024-07-28T20:07Z,LAA,OAK,8,6,1
2024-07-28T20:10Z,ARI,PIT,5,6,0
2024-07-28T23:00Z,BOS,NYY,2,8,0
2024-07-29T19:05Z,BAL,TOR,11,5,1
2024-07-29T22:40Z,DET,CLE,4,8,0
2024-07-29T22:40Z,PHI,NYY,4,14,0
2024-07-29T22:50Z,BAL,TOR,4,8,0
2024-07-29T23:10Z,CIN,CHC,7,1,1
2024-07-29T23:10Z,NYM,MIN,15,2,1
2024-07-29T23:10Z,BOS,SEA,14,7,1
2024-07-29T23:45Z,STL,TEX,3,6,0
2024-07-30T00:10Z,MIL,ATL,8,3,1
2024-07-30T00:10Z,CHW,KC,5,8,0
2024-07-30T00:10Z,HOU,PIT,3,5,0
2024-07-30T01:40Z,ARI,WSH,9,8,1
2024-07-30T17:10Z,DET,CLE,0,5,0
2024-07-30T22:35Z,BAL,TOR,6,2,1
2024-07-30T22:40Z,PHI,NYY,6,7,0
2024-07-30T22:50Z,TB,MIA,9,3,1
2024-07-30T23:10Z,CIN,CHC,6,3,1
2024-07-30T23:10Z,NYM,MIN,2,0,1
2024-07-30T23:10Z,BOS,SEA,6,10,0
2024-07-30T23:45Z,STL,TEX,8,1,1
2024-07-31T00:10Z,MIL,ATL,1,5,0
2024-07-31T00:10Z,CHW,KC,3,4,0
2024-07-31T00:10Z,HOU,PIT,2,6,0
2024-07-31T01:38Z,LAA,COL,10,7,1
2024-07-31T01:40Z,SD,LAD,6,5,1
2024-07-31T01:40Z,ARI,WSH,17,0,1
2024-07-31T01:45Z,SF,OAK,2,5,0
2024-07-31T16:10Z,TB,MIA,2,6,0
2024-07-31T16:35Z,PHI,NYY,5,6,0
2024-07-31T16:35Z,BAL,TOR,10,4,1
2024-07-31T17:10Z,NYM,MIN,3,8,0
2024-07-31T18:10Z,MIL,ATL,2,6,0
2024-07-31T18:10Z,CHW,KC,3,10,0
2024-07-31T18:15Z,STL,TEX,10,1,1
2024-07-31T19:40Z,ARI,WSH,5,4,1
2024-07-31T20:10Z,BOS,SEA,3,2,1
2024-07-31T23:10Z,CIN,CHC,4,13,0
2024-08-01T00:10Z,HOU,PIT,5,4,1
2024-08-01T00:40Z,SD,LAD,8,1,1
2024-08-01T01:38Z,LAA,COL,1,2,0
2024-08-01T01:45Z,SF,OAK,1,0,1
2024-08-01T22:40Z,CLE,BAL,10,3,1
2024-08-01T22:40Z,DET,KC,1,7,0
2024-08-01T23:20Z,ATL,MIA,4,2,1
2024-08-02T00:05Z,CHC,STL,5,4,1
2024-08-02T01:38Z,LAA,COL,4,5,0
2024-08-02T18:20Z,CHC,STL,6,3,1
2024-08-02T22:40Z,PIT,ARI,8,9,0
2024-08-02T22:40Z,DET,KC,2,9,0
2024-08-02T22:45Z,WSH,MIL,3,8,0
2024-08-02T23:05Z,NYY,TOR,5,8,0
2024-08-02T23:10Z,CLE,BAL,8,4,1
2024-08-02T23:10Z,CIN,SF,0,3,0
2024-08-02T23:20Z,ATL,MIA,5,3,1
2024-08-03T00:05Z,TEX,BOS,6,11,0
2024-08-03T00:10Z,MIN,CHW,10,2,1
2024-08-03T00:10Z,HOU,TB,3,2,1
2024-08-03T01:38Z,LAA,NYM,1,5,0
2024-08-03T01:40Z,SD,COL,2,5,0
2024-08-03T01:40Z,OAK,LAD,6,5,1
2024-08-03T01:40Z,SEA,PHI,10,2,1
2024-08-03T17:05Z,NYY,TOR,8,3,1
2024-08-03T18:20Z,CHC,STL,4,5,0
2024-08-03T20:05Z,WSH,MIL,6,4,1
2024-08-03T22:10Z,DET,KC,6,5,1
2024-08-03T22:40Z,PIT,ARI,4,2,1
2024-08-03T23:05Z,TEX,BOS,7,4,1
2024-08-03T23:10Z,MIN,CHW,6,2,1
2024-08-03T23:15Z,CLE,BAL,4,7,0
2024-08-03T23:15Z,CIN,SF,6,4,1
2024-08-03T23:15Z,HOU,TB,1,6,0
2024-08-03T23:20Z,ATL,MIA,3,4,0
2024-08-04T00:40Z,SD,COL,3,2,1
2024-08-04T01:07Z,OAK,LAD,0,10,0
2024-08-04T01:38Z,LAA,NYM,5,4,1
2024-08-04T01:40Z,SEA,PHI,6,5,1
2024-08-04T16:05Z,CIN,SF,2,8,0
2024-08-04T17:35Z,PIT,ARI,5,6,0
2024-08-04T17:35Z,ATL,MIA,0,7,0
2024-08-04T17:35Z,WSH,MIL,4,3,1
2024-08-04T17:35Z,NYY,TOR,4,3,1
2024-08-04T17:40Z,CLE,BAL,5,9,0
2024-08-04T17:40Z,DET,KC,2,3,0
2024-08-04T18:10Z,MIN,CHW,13,7,1
2024-08-04T18:10Z,HOU,TB,0,1,0
2024-08-04T18:35Z,TEX,BOS,2,7,0
2024-08-04T20:07Z,OAK,LAD,2,3,0
2024-08-04T20:07Z,LAA,NYM,3,2,1
2024-08-04T20:10Z,SD,COL,10,2,1
2024-08-04T20:10Z,SEA,PHI,0,6,0
2024-08-04T23:00Z,CHC,STL,6,2,1
2024-08-05T21:15Z,STL,NYM,0,6,0
2024-08-05T22:40Z,CLE,ARI,6,7,0
2024-08-05T22:40Z,MIA,CIN,3,10,0
2024-08-05T22:45Z,WSH,SF,1,4,0
2024-08-06T00:05Z,TEX,HOU,4,3,1
2024-08-06T00:05Z,CHC,MIN,0,3,0
2024-08-06T00:10Z,KC,BOS,5,9,0
2024-08-06T01:40Z,OAK,CHW,5,1,1
2024-08-06T02:10Z,LAD,PHI,5,3,1
2024-08-06T22:40Z,MIA,CIN,2,8,0
2024-08-06T22:40Z,PIT,SD,0,6,0
2024-08-06T22:45Z,WSH,SF,11,5,1
2024-08-06T23:07Z,TOR,BAL,5,2,1
2024-08-06T23:20Z,ATL,MIL,0,10,0
2024-08-06T23:45Z,STL,TB,4,3,1
2024-08-07T00:05Z,TEX,HOU,2,4,0
2024-08-07T00:05Z,CHC,MIN,7,3,1
2024-08-07T00:10Z,KC,BOS,5,6,0
2024-08-07T00:40Z,COL,NYM,6,3,1
2024-08-07T01:40Z,OAK,CHW,1,5,0
2024-08-07T01:40Z,SEA,DET,2,4,0
2024-08-07T02:10Z,LAD,PHI,2,6,0
2024-08-07T17:10Z,CLE,ARI,3,7,0
2024-08-07T18:20Z,CHC,MIN,8,2,1
2024-08-07T18:35Z,TEX,HOU,4,6,0
2024-08-07T19:37Z,OAK,CHW,3,2,1
2024-08-07T20:05Z,NYY,LAA,5,2,1
2024-08-07T20:30Z,CLE,ARI,3,5,0
2024-08-07T22:40Z,MIA,CIN,6,4,1
2024-08-07T22:40Z,PIT,SD,8,9,0
2024-08-07T22:45Z,WSH,SF,4,7,0
2024-08-07T23:07Z,TOR,BAL,3,7,0
2024-08-07T23:20Z,ATL,MIL,5,8,0
2024-08-07T23:35Z,NYY,LAA,2,8,0
2024-08-07T23:45Z,STL,TB,5,2,1
2024-08-08T00:10Z,KC,BOS,8,4,1
2024-08-08T00:40Z,COL,NYM,3,5,0
2024-08-08T01:40Z,SEA,DET,2,6,0
2024-08-08T02:10Z,LAD,PHI,4,9,0
2024-08-08T16:05Z,WSH,SF,5,9,0
2024-08-08T16:20Z,ATL,MIL,7,16,0
2024-08-08T16:35Z,PIT,SD,6,7,0
2024-08-08T19:10Z,COL,NYM,1,9,0
2024-08-08T22:10Z,MIA,CIN,4,10,0
2024-08-08T23:05Z,NYY,LAA,4,9,0
2024-08-08T23:07Z,TOR,BAL,7,6,1
2024-08-08T23:15Z,STL,TB,4,6,0
2024-08-09T01:40Z,SEA,DET,4,3,1
2024-08-09T01:40Z,ARI,PHI,4,6,0
2024-08-09T18:10Z,MIN,CLE,4,2,1
2024-08-09T22:45Z,WSH,LAA,3,2,1
2024-08-09T22:50Z,TB,BAL,1,4,0
2024-08-09T23:07Z,TOR,OAK,3,1,1
2024-08-09T23:10Z,BOS,HOU,4,8,0
2024-08-09T23:10Z,MIA,SD,2,6,0
2024-08-10T00:10Z,CHW,CHC,6,7,0
2024-08-10T00:10Z,MIL,CIN,8,3,1
2024-08-10T00:10Z,MIN,CLE,6,3,1
2024-08-10T00:10Z,KC,STL,5,8,0
2024-08-10T00:40Z,COL,ATL,6,5,1
2024-08-10T01:40Z,ARI,PHI,3,2,1
2024-08-10T02:10Z,SEA,NYM,6,0,1
2024-08-10T02:10Z,LAD,PIT,9,5,1
2024-08-10T02:15Z,SF,DET,3,2,1
2024-08-10T17:05Z,NYY,TEX,8,0,1
2024-08-10T19:07Z,TOR,OAK,0,1,0
2024-08-10T20:05Z,SF,DET,3,1,1
2024-08-10T20:10Z,BOS,HOU,4,5,0
2024-08-10T20:10Z,MIA,SD,8,9,0
2024-08-10T20:40Z,NYY,TEX,4,9,0
2024-08-10T22:45Z,WSH,LAA,5,4,1
2024-08-10T23:10Z,MIL,CIN,1,0,1
2024-08-10T23:10Z,MIN,CLE,1,2,0
2024-08-10T23:10Z,KC,STL,8,3,1
2024-08-10T23:15Z,TB,BAL,5,7,0
2024-08-10T23:15Z,CHW,CHC,1,3,0
2024-08-11T00:10Z,COL,ATL,8,11,0
2024-08-11T00:10Z,ARI,PHI,11,1,1
2024-08-11T01:10Z,LAD,PIT,4,1,1
2024-08-11T01:40Z,SEA,NYM,4,0,1
2024-08-11T15:35Z,WSH,LAA,4,6,0
2024-08-11T17:35Z,BOS,HOU,2,10,0
2024-08-11T17:35Z,NYY,TEX,8,7,1
2024-08-11T17:37Z,TOR,OAK,4,8,0
2024-08-11T17:40Z,TB,BAL,2,1,1
2024-08-11T17:40Z,MIA,SD,7,6,1
2024-08-11T18:10Z,MIL,CIN,3,4,0
2024-08-11T18:10Z,MIN,CLE,3,5,0
2024-08-11T19:10Z,COL,ATL,9,8,1
2024-08-11T20:05Z,SF,DET,4,5,0
2024-08-11T20:10Z,ARI,PHI,12,5,1
2024-08-11T20:10Z,LAD,PIT,6,5,1
2024-08-11T23:00Z,SEA,NYM,12,1,1
2024-08-12T22:40Z,CLE,CHC,9,8,1
2024-08-12T22:40Z,CIN,STL,6,1,1
2024-08-12T22:50Z,TB,HOU,1,6,0
2024-08-12T23:00Z,BOS,TEX,5,4,1
2024-08-12T23:40Z,MIN,KC,8,3,1
2024-08-13T00:10Z,MIL,LAD,2,5,0
2024-08-13T00:10Z,CHW,NYY,12,2,1
2024-08-13T01:38Z,LAA,TOR,2,4,0
2024-08-13T01:40Z,ARI,COL,5,4,1
2024-08-13T01:40Z,SD,PIT,2,1,1
2024-08-13T01:45Z,SF,ATL,0,1,0
2024-08-13T22:35Z,BAL,WSH,3,9,0
2024-08-13T22:40Z,CLE,CHC,2,1,1
2024-08-13T22:40Z,PHI,MIA,0,5,0
2024-08-13T22:40Z,DET,SEA,15,1,1
2024-08-13T22:40Z,CIN,STL,4,1,1
2024-08-13T22:50Z,TB,HOU,2,3,0
2024-08-13T23:10Z,NYM,OAK,4,9,0
2024-08-13T23:10Z,BOS,TEX,9,4,1
2024-08-13T23:40Z,MIN,KC,13,3,1
2024-08-14T00:10Z,MIL,LAD,2,7,0
2024-08-14T00:10Z,CHW,NYY,1,4,0
2024-08-14T01:38Z,LAA,TOR,1,6,0
2024-08-14T01:40Z,ARI,COL,4,3,1
2024-08-14T01:40Z,SD,PIT,3,0,1
2024-08-14T01:45Z,SF,ATL,3,4,0
2024-08-14T17:10Z,MIN,KC,1,4,0
2024-08-14T19:40Z,ARI,COL,11,4,1
2024-08-14T20:10Z,SD,PIT,8,2,1
2024-08-14T22:10Z,BOS,TEX,7,9,0
2024-08-14T22:35Z,BAL,WSH,4,1,1
2024-08-14T22:40Z,CLE,CHC,6,1,1
2024-08-14T22:40Z,PHI,MIA,9,5,1
2024-08-14T22:40Z,DET,SEA,3,2,1
2024-08-14T22:40Z,CIN,STL,9,2,1
2024-08-14T22:50Z,TB,HOU,1,2,0
2024-08-14T23:10Z,NYM,OAK,9,1,1
2024-08-15T00:10Z,MIL,LAD,5,4,1
2024-08-15T00:10Z,CHW,NYY,2,10,0
2024-08-15T01:38Z,LAA,TOR,2,9,0
2024-08-15T01:45Z,SF,ATL,2,13,0
2024-08-15T17:10Z,NYM,OAK,6,7,0
2024-08-15T17:10Z,DET,SEA,2,1,1
2024-08-15T18:10Z,MIL,LAD,6,4,1
2024-08-15T19:45Z,SF,ATL,6,0,1
2024-08-15T22:35Z,BAL,BOS,5,1,1
2024-08-15T22:40Z,PHI,WSH,13,3,1
2024-08-16T00:05Z,TEX,MIN,2,3,0
2024-08-16T18:20Z,CHC,TOR,6,5,1
2024-08-16T22:40Z,CIN,KC,1,7,0
2024-08-16T22:40Z,DET,NYY,0,3,0
2024-08-16T22:40Z,PIT,SEA,5,3,1
2024-08-16T22:40Z,PHI,WSH,3,2,1
2024-08-16T22:50Z,TB,ARI,5,4,1
2024-08-16T23:05Z,BAL,BOS,10,12,0
2024-08-16T23:10Z,NYM,MIA,7,3,1
2024-08-17T00:05Z,TEX,MIN,3,4,0
2024-08-17T00:10Z,HOU,CHW,4,5,0
2024-08-17T00:10Z,MIL,CLE,5,3,1
2024-08-17T00:15Z,STL,LAD,6,7,0
2024-08-17T00:40Z,COL,SD,7,3,1
2024-08-17T01:38Z,LAA,ATL,3,2,1
2024-08-17T17:05Z,PIT,SEA,7,2,1
2024-08-17T17:10Z,DET,NYY,4,0,1
2024-08-17T18:20Z,CHC,TOR,3,2,1
2024-08-17T20:10Z,TB,ARI,6,1,1
2024-08-17T20:10Z,NYM,MIA,4,0,1
2024-08-17T22:05Z,PHI,WSH,5,1,1
2024-08-17T22:40Z,CIN,KC,1,13,0
2024-08-17T23:05Z,BAL,BOS,1,5,0
2024-08-17T23:05Z,TEX,MIN,2,5,0
2024-08-17T23:07Z,OAK,SF,2,0,1
2024-08-17T23:10Z,HOU,CHW,6,1,1
2024-08-17T23:15Z,MIL,CLE,2,1,1
2024-08-17T23:15Z,STL,LAD,5,2,1
2024-08-18T00:10Z,COL,SD,3,8,0
2024-08-18T01:38Z,LAA,ATL,3,11,0
2024-08-18T16:05Z,NYM,MIA,2,3,0
2024-08-18T17:35Z,BAL,BOS,4,2,1
2024-08-18T17:35Z,PIT,SEA,3,10,0
2024-08-18T17:35Z,PHI,WSH,4,6,0
2024-08-18T17:40Z,TB,ARI,8,7,1
2024-08-18T17:40Z,CIN,KC,1,8,0
2024-08-18T18:10Z,HOU,CHW,2,0,1
2024-08-18T18:10Z,MIL,CLE,2,0,1
2024-08-18T18:15Z,STL,LAD,1,2,0
2024-08-18T18:20Z,CHC,TOR,0,1,0
2024-08-18T18:35Z,TEX,MIN,6,5,1
2024-08-18T19:10Z,COL,SD,3,2,1
2024-08-18T20:07Z,LAA,ATL,1,3,0
2024-08-18T20:07Z,OAK,SF,2,4,0
2024-08-18T23:00Z,DET,NYY,3,2,1
2024-08-19T22:40Z,MIA,ARI,6,9,0
2024-08-19T23:07Z,TOR,CIN,3,6,0
2024-08-19T23:20Z,NYM,BAL,4,3,1
2024-08-20T00:05Z,TEX,PIT,4,3,1
2024-08-20T00:10Z,KC,LAA,5,3,1
2024-08-20T00:10Z,HOU,BOS,5,4,1
2024-08-20T01:40Z,SD,MIN,5,3,1
2024-08-20T01:40Z,OAK,TB,3,0,1
2024-08-20T01:45Z,SF,CHW,5,3,1
2024-08-20T02:10Z,LAD,SEA,3,0,1
2024-08-20T22:40Z,MIA,ARI,1,3,0
2024-08-20T22:45Z,WSH,COL,1,3,0
2024-08-20T23:05Z,NYY,CLE,5,9,0
2024-08-20T23:07Z,TOR,CIN,10,3,1
2024-08-20T23:10Z,NYM,BAL,5,9,0
2024-08-20T23:20Z,ATL,PHI,3,1,1
2024-08-20T23:45Z,STL,MIL,2,3,0
2024-08-21T00:05Z,CHC,DET,3,1,1
2024-08-21T00:05Z,TEX,PIT,0,4,0
2024-08-21T00:10Z,KC,LAA,5,9,0
2024-08-21T00:10Z,HOU,BOS,5,6,0
2024-08-21T01:40Z,SD,MIN,7,5,1
2024-08-21T01:40Z,OAK,TB,0,1,0
2024-08-21T01:45Z,SF,CHW,4,1,1
2024-08-21T02:10Z,LAD,SEA,6,3,1
2024-08-21T17:10Z,NYM,BAL,4,3,1
2024-08-21T18:10Z,HOU,BOS,1,4,0
2024-08-21T18:35Z,TEX,PIT,1,0,1
2024-08-21T19:45Z,SF,CHW,2,6,0
2024-08-21T22:40Z,MIA,ARI,8,10,0
2024-08-21T22:40Z,SD,MIN,4,11,0
2024-08-21T22:45Z,WSH,COL,6,1,1
2024-08-21T23:05Z,NYY,CLE,8,1,1
2024-08-21T23:07Z,TOR,CIN,7,11,0
2024-08-21T23:20Z,ATL,PHI,2,3,0
2024-08-21T23:45Z,STL,MIL,10,6,1
2024-08-22T00:05Z,CHC,DET,2,8,0
2024-08-22T00:10Z,KC,LAA,3,0,1
2024-08-22T01:40Z,OAK,TB,2,4,0
2024-08-22T02:10Z,LAD,SEA,8,4,1
2024-08-22T17:05Z,NYY,CLE,6,0,1
2024-08-22T17:05Z,WSH,COL,8,3,1
2024-08-22T18:15Z,STL,MIL,3,0,1
2024-08-22T18:20Z,CHC,DET,10,2,1
2024-08-22T19:37Z,OAK,TB,3,1,1
2024-08-22T22:40Z,PIT,CIN,7,0,1
2024-08-22T23:07Z,TOR,LAA,5,3,1
2024-08-22T23:08Z,BAL,HOU,0,6,0
2024-08-22T23:08Z,ATL,PHI,3,2,1
2024-08-23T01:40Z,SD,NYM,3,8,0
2024-08-23T22:40Z,PIT,CIN,6,5,1
2024-08-23T23:05Z,NYY,COL,3,0,1
2024-08-23T23:05Z,BAL,HOU,7,5,1
2024-08-23T23:07Z,TOR,LAA,5,4,1
2024-08-23T23:10Z,BOS,ARI,2,12,0
2024-08-23T23:10Z,MIA,CHC,3,6,0
2024-08-23T23:10Z,CLE,TEX,3,5,0
2024-08-23T23:20Z,ATL,WSH,3,2,1
2024-08-24T00:10Z,CHW,DET,2,5,0
2024-08-24T00:10Z,KC,PHI,7,4,1
2024-08-24T00:10Z,MIN,STL,1,6,0
2024-08-24T01:40Z,OAK,MIL,3,11,0
2024-08-24T01:40Z,SD,NYM,7,0,1
2024-08-24T02:10Z,SEA,SF,6,5,1
2024-08-24T02:10Z,LAD,TB,7,3,1
2024-08-24T18:05Z,NYY,COL,2,9,0
2024-08-24T19:07Z,TOR,LAA,3,1,1
2024-08-24T20:05Z,BAL,HOU,3,2,1
2024-08-24T20:07Z,OAK,MIL,5,9,0
2024-08-24T20:10Z,BOS,ARI,1,4,0
2024-08-24T20:10Z,MIA,CHC,2,14,0
2024-08-24T20:10Z,SEA,SF,3,4,0
2024-08-24T22:40Z,PIT,CIN,2,10,0
2024-08-24T23:10Z,CHW,DET,4,13,0
2024-08-24T23:10Z,KC,PHI,2,11,0
2024-08-24T23:10Z,MIN,STL,6,0,1
2024-08-24T23:10Z,CLE,TEX,13,5,1
2024-08-24T23:20Z,ATL,WSH,4,2,1
2024-08-25T00:40Z,SD,NYM,1,7,0
2024-08-25T01:10Z,LAD,TB,8,9,0
2024-08-25T16:05Z,ATL,WSH,1,5,0
2024-08-25T17:35Z,BOS,ARI,5,7,0
2024-08-25T17:35Z,PIT,CIN,4,3,1
2024-08-25T17:35Z,NYY,COL,10,3,1
2024-08-25T17:37Z,TOR,LAA,8,2,1
2024-08-25T17:40Z,MIA,CHC,7,2,1
2024-08-25T17:40Z,CLE,TEX,4,2,1
2024-08-25T18:10Z,CHW,DET,4,9,0
2024-08-25T18:10Z,KC,PHI,3,11,0
2024-08-25T18:10Z,MIN,STL,2,3,0
2024-08-25T20:07Z,OAK,MIL,4,3,1
2024-08-25T20:10Z,SD,NYM,3,2,1
2024-08-25T20:10Z,SEA,SF,4,3,1
2024-08-25T20:10Z,LAD,TB,3,1,1
2024-08-25T23:00Z,BAL,HOU,3,6,0
2024-08-26T17:10Z,CLE,KC,3,4,0
2024-08-26T22:40Z,PIT,CHC,8,18,0
2024-08-26T22:40Z,PHI,HOU,3,2,1
2024-08-26T22:40Z,CLE,KC,4,9,0
2024-08-26T22:45Z,WSH,NYY,2,5,0
2024-08-26T23:10Z,BOS,TOR,3,7,0
2024-08-26T23:40Z,MIN,ATL,6,10,0
2024-08-26T23:45Z,STL,SD,4,7,0
2024-08-27T00:10Z,CHW,DET,3,6,0
2024-08-27T00:40Z,COL,MIA,3,2,1
2024-08-27T01:40Z,SEA,TB,5,1,1
2024-08-27T22:40Z,DET,LAA,6,2,1
2024-08-27T22:40Z,PIT,CHC,5,9,0
2024-08-27T22:40Z,PHI,HOU,5,0,1
2024-08-27T22:40Z,CLE,KC,1,6,0
2024-08-27T22:40Z,CIN,OAK,4,5,0
2024-08-27T22:45Z,WSH,NYY,4,2,1
2024-08-27T23:10Z,BOS,TOR,6,3,1
2024-08-27T23:40Z,MIN,ATL,6,8,0
2024-08-27T23:45Z,STL,SD,5,7,0
2024-08-28T00:10Z,MIL,SF,4,5,0
2024-08-28T00:10Z,CHW,TEX,1,3,0
2024-08-28T00:40Z,COL,MIA,8,9,0
2024-08-28T01:40Z,ARI,NYM,3,8,0
2024-08-28T01:40Z,SEA,TB,2,3,0
2024-08-28T02:10Z,LAD,BAL,2,3,0
2024-08-28T16:35Z,PIT,CHC,10,14,0
2024-08-28T17:10Z,CLE,KC,7,5,1
2024-08-28T20:05Z,PHI,HOU,0,10,0
2024-08-28T20:10Z,SEA,TB,6,2,1
2024-08-28T22:40Z,CIN,OAK,6,9,0
2024-08-28T22:45Z,WSH,NYY,5,2,1
2024-08-28T23:10Z,BOS,TOR,3,0,1
2024-08-28T23:40Z,MIN,ATL,1,5,0
2024-08-28T23:45Z,STL,SD,4,3,1
2024-08-29T00:10Z,MIL,SF,5,3,1
2024-08-29T00:20Z,CHW,TEX,3,4,0
2024-08-29T00:30Z,DET,LAA,3,2,1
2024-08-29T00:40Z,COL,MIA,8,2,1
2024-08-29T01:40Z,ARI,NYM,8,5,1
2024-08-29T02:10Z,LAD,BAL,6,4,1
2024-08-29T17:10Z,DET,LAA,0,3,0
2024-08-29T18:10Z,MIL,SF,6,0,1
2024-08-29T18:10Z,CHW,TEX,1,2,0
2024-08-29T18:15Z,STL,SD,4,1,1
2024-08-29T19:10Z,COL,MIA,8,12,0
2024-08-29T19:40Z,ARI,NYM,2,3,0
2024-08-29T21:10Z,CIN,OAK,10,9,1
2024-08-29T22:40Z,PHI,ATL,5,4,1
2024-08-29T23:10Z,BOS,TOR,0,2,0
2024-08-30T00:10Z,HOU,KC,6,3,1
2024-08-30T02:10Z,LAD,BAL,6,3,1
2024-08-30T16:40Z,CIN,MIL,4,5,0
2024-08-30T22:40Z,PHI,ATL,2,7,0
2024-08-30T22:40Z,DET,BOS,5,7,0
2024-08-30T22:40Z,CIN,MIL,0,14,0
